,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
16851,59,unknown,married,secondary,no,402,no,no,telephone,25,jul,69,5,-1,0,unknown,no
28440,26,admin.,single,secondary,no,94,no,no,cellular,29,jan,171,1,-1,0,unknown,no
16708,34,blue-collar,married,primary,no,176,no,no,cellular,24,jul,78,1,-1,0,unknown,no
24633,50,technician,divorced,secondary,no,-403,no,yes,cellular,17,nov,130,2,119,2,failure,no
37350,36,services,married,tertiary,no,702,yes,no,cellular,13,may,52,4,-1,0,unknown,no
36979,43,blue-collar,married,secondary,no,620,yes,no,cellular,13,may,46,4,-1,0,unknown,no
27689,51,management,single,tertiary,no,8265,yes,no,cellular,21,nov,168,3,-1,0,unknown,no
40448,34,management,married,tertiary,no,0,no,no,cellular,3,jul,122,1,72,1,failure,no
33789,19,student,single,secondary,no,96,no,no,cellular,23,apr,106,3,-1,0,unknown,no
43740,49,admin.,married,secondary,no,209,no,no,unknown,17,may,26,1,-1,0,unknown,no
35906,30,services,single,secondary,no,268,yes,no,cellular,8,may,226,5,-1,0,unknown,no
6072,35,blue-collar,married,primary,no,77,yes,no,unknown,26,may,282,3,-1,0,unknown,no
41553,63,retired,married,secondary,no,2747,no,no,cellular,11,sep,113,1,80,1,failure,no
20631,34,management,married,tertiary,no,520,yes,no,cellular,12,aug,1307,4,-1,0,unknown,yes
40231,25,services,single,tertiary,no,12,no,no,cellular,12,jun,126,6,-1,0,unknown,yes
33718,31,management,single,tertiary,no,354,no,no,cellular,21,apr,242,2,-1,0,unknown,yes
8162,35,blue-collar,single,secondary,no,-41,yes,no,unknown,2,jun,169,1,-1,0,unknown,no
34687,43,technician,divorced,secondary,no,305,yes,no,cellular,5,may,674,2,250,4,failure,no
31181,25,admin.,single,tertiary,no,3730,yes,no,cellular,27,feb,353,1,-1,0,unknown,yes
16376,39,technician,married,tertiary,no,209,no,no,unknown,23,jul,36,2,-1,0,unknown,no
33946,26,self-employed,single,tertiary,no,168,no,no,cellular,30,apr,394,1,-1,0,unknown,yes
14500,29,blue-collar,married,secondary,no,2312,yes,no,telephone,14,jul,109,3,-1,0,unknown,no
24324,46,technician,single,tertiary,no,1448,no,no,cellular,17,nov,292,1,-1,0,unknown,no
6085,39,technician,married,secondary,no,7137,yes,no,unknown,27,may,151,7,-1,0,unknown,no
20136,30,student,single,tertiary,no,7513,no,no,cellular,11,aug,269,2,-1,0,unknown,no
4108,26,technician,single,tertiary,no,75,yes,yes,unknown,19,may,351,1,-1,0,unknown,no
6252,42,admin.,single,secondary,no,-847,yes,no,unknown,27,may,137,2,-1,0,unknown,no
31176,29,management,single,tertiary,no,1275,yes,yes,cellular,27,feb,45,1,-1,0,unknown,no
37979,40,technician,married,secondary,no,8536,yes,yes,cellular,14,may,487,2,-1,0,unknown,no
28611,57,technician,divorced,secondary,no,77,yes,yes,cellular,29,jan,168,3,246,2,failure,no
45022,42,admin.,married,unknown,no,756,no,no,cellular,14,oct,72,4,160,3,failure,no
37827,26,services,married,secondary,no,864,yes,yes,cellular,14,may,466,1,-1,0,unknown,no
34918,35,services,married,secondary,no,347,yes,no,cellular,6,may,282,4,-1,0,unknown,no
11378,57,retired,single,secondary,no,630,no,no,unknown,19,jun,276,1,-1,0,unknown,no
36748,28,admin.,married,secondary,no,-31,yes,no,cellular,12,may,369,1,-1,0,unknown,no
25837,46,entrepreneur,married,secondary,no,3317,no,no,cellular,19,nov,231,2,-1,0,unknown,no
44602,45,services,single,secondary,no,955,no,no,unknown,27,aug,3785,1,-1,0,unknown,no
28253,36,management,single,tertiary,no,-155,yes,no,cellular,29,jan,94,1,-1,0,unknown,no
38754,24,blue-collar,single,secondary,no,6,yes,no,cellular,18,may,16,10,-1,0,unknown,no
12208,36,student,single,secondary,no,904,no,no,unknown,20,jun,10,8,-1,0,unknown,no
44830,81,retired,married,primary,no,1154,no,no,telephone,17,sep,231,1,-1,0,unknown,yes
6266,44,admin.,divorced,secondary,no,-88,yes,no,unknown,27,may,600,2,-1,0,unknown,no
32188,40,admin.,single,secondary,no,985,yes,no,cellular,15,apr,313,3,145,5,other,no
45204,73,retired,married,secondary,no,2850,no,no,cellular,17,nov,300,1,40,8,failure,yes
10085,45,technician,married,secondary,no,3007,no,no,unknown,11,jun,442,1,-1,0,unknown,no
1439,46,blue-collar,married,secondary,no,125,yes,yes,unknown,8,may,119,2,-1,0,unknown,no
30249,42,entrepreneur,married,tertiary,no,233,no,no,cellular,5,feb,446,1,-1,0,unknown,no
25739,42,blue-collar,married,primary,no,807,yes,no,cellular,19,nov,1057,1,-1,0,unknown,yes
3008,32,management,single,secondary,no,160,yes,no,unknown,14,may,48,1,-1,0,unknown,no
16953,41,admin.,single,secondary,no,0,no,no,telephone,25,jul,286,2,-1,0,unknown,no
3793,56,retired,married,secondary,no,3690,yes,yes,unknown,16,may,178,2,-1,0,unknown,no
32181,32,housemaid,divorced,secondary,no,-613,yes,no,cellular,15,apr,266,2,-1,0,unknown,no
24100,34,technician,married,secondary,no,1012,yes,yes,telephone,28,oct,540,1,-1,0,unknown,yes
36338,37,blue-collar,married,unknown,no,83,yes,no,cellular,11,may,161,1,-1,0,unknown,no
30878,48,management,married,tertiary,yes,0,no,yes,cellular,9,feb,18,8,-1,0,unknown,no
41330,39,management,married,tertiary,no,93,yes,no,cellular,28,aug,65,1,95,5,failure,no
2662,52,blue-collar,married,secondary,no,161,yes,no,unknown,13,may,274,2,-1,0,unknown,no
18860,50,management,married,tertiary,yes,37,no,no,cellular,4,aug,869,1,-1,0,unknown,no
31616,54,entrepreneur,divorced,unknown,no,4736,yes,no,telephone,6,apr,475,6,307,5,failure,yes
27869,44,technician,married,secondary,no,306,yes,no,cellular,28,jan,374,1,-1,0,unknown,no
27979,32,management,married,tertiary,no,393,no,no,cellular,28,jan,458,2,-1,0,unknown,no
8765,28,management,single,tertiary,no,4013,yes,no,unknown,4,jun,386,1,-1,0,unknown,no
15409,32,management,single,tertiary,no,2343,no,no,cellular,18,jul,226,1,-1,0,unknown,no
16888,30,management,single,tertiary,no,5074,yes,no,cellular,25,jul,153,2,-1,0,unknown,no
41405,71,retired,married,tertiary,no,653,no,no,telephone,3,sep,471,1,189,1,success,yes
34015,30,admin.,single,secondary,no,414,no,no,cellular,30,apr,64,1,-1,0,unknown,no
31329,31,management,divorced,tertiary,no,71,no,no,cellular,12,mar,119,1,-1,0,unknown,yes
14992,42,retired,married,primary,no,127,no,yes,cellular,17,jul,199,2,-1,0,unknown,no
21123,42,entrepreneur,divorced,tertiary,no,626,yes,no,cellular,14,aug,201,2,-1,0,unknown,no
5877,35,technician,divorced,secondary,no,473,yes,yes,unknown,26,may,434,4,-1,0,unknown,no
27219,31,blue-collar,married,secondary,no,3653,yes,yes,cellular,21,nov,252,1,168,4,failure,no
28937,45,technician,divorced,secondary,no,441,yes,no,cellular,2,feb,535,1,-1,0,unknown,no
30347,59,technician,married,secondary,no,2613,no,no,cellular,5,feb,79,1,-1,0,unknown,no
1061,58,technician,married,secondary,no,786,yes,no,unknown,7,may,165,3,-1,0,unknown,no
22714,60,retired,married,tertiary,no,0,no,no,cellular,25,aug,101,3,-1,0,unknown,no
16723,38,technician,married,secondary,no,69,no,yes,cellular,24,jul,915,2,-1,0,unknown,no
17063,51,technician,married,secondary,no,18,no,yes,cellular,25,jul,363,6,-1,0,unknown,no
42256,43,services,single,secondary,no,3403,yes,no,cellular,12,nov,707,2,97,2,success,yes
35245,34,services,single,secondary,no,-38,yes,no,cellular,7,may,48,1,-1,0,unknown,no
16801,42,blue-collar,married,secondary,no,0,yes,no,cellular,24,jul,149,2,-1,0,unknown,no
32538,37,blue-collar,single,secondary,no,90,yes,no,cellular,17,apr,416,1,340,5,failure,no
13979,33,admin.,married,secondary,no,89,no,no,telephone,10,jul,524,3,-1,0,unknown,no
5882,34,technician,divorced,secondary,no,27,yes,no,unknown,26,may,133,3,-1,0,unknown,no
6584,40,management,single,tertiary,no,326,yes,no,unknown,28,may,64,1,-1,0,unknown,no
4793,35,blue-collar,married,secondary,no,592,yes,no,unknown,21,may,74,1,-1,0,unknown,no
42377,35,technician,single,secondary,no,204,yes,no,cellular,30,nov,110,3,189,1,success,no
38604,40,admin.,married,secondary,no,0,yes,no,cellular,15,may,13,8,366,7,other,no
33503,21,student,single,primary,no,3472,no,no,cellular,20,apr,66,3,-1,0,unknown,no
26364,56,management,married,tertiary,no,424,yes,yes,cellular,20,nov,113,5,-1,0,unknown,no
41557,73,retired,married,tertiary,no,1843,no,no,cellular,11,sep,106,2,-1,0,unknown,yes
6502,47,entrepreneur,married,tertiary,no,362,yes,no,unknown,27,may,97,5,-1,0,unknown,no
22836,55,services,married,primary,no,269,no,no,cellular,25,aug,89,4,-1,0,unknown,no
31887,56,blue-collar,married,primary,no,247,no,no,telephone,9,apr,126,4,-1,0,unknown,no
4343,39,management,married,tertiary,no,198,yes,no,unknown,19,may,138,8,-1,0,unknown,no
911,32,admin.,single,secondary,no,64,yes,no,unknown,7,may,202,2,-1,0,unknown,no
27981,53,technician,married,secondary,no,1357,no,no,cellular,28,jan,146,1,-1,0,unknown,no
29141,44,unemployed,single,tertiary,no,7822,yes,no,telephone,2,feb,20,1,-1,0,unknown,no
38713,26,blue-collar,single,secondary,no,474,yes,no,cellular,15,may,504,2,-1,0,unknown,no
6592,29,blue-collar,married,primary,no,1615,yes,no,unknown,28,may,551,1,-1,0,unknown,no
15813,50,management,divorced,tertiary,no,-398,yes,yes,cellular,21,jul,172,1,-1,0,unknown,no
12879,50,admin.,single,secondary,no,-79,no,yes,cellular,7,jul,70,1,-1,0,unknown,no
17017,46,services,married,primary,no,860,no,no,cellular,25,jul,80,1,-1,0,unknown,no
11451,57,blue-collar,divorced,secondary,no,1795,yes,no,unknown,19,jun,818,1,-1,0,unknown,no
32466,53,management,married,tertiary,no,1319,yes,no,cellular,16,apr,427,1,150,1,failure,no
20151,56,retired,married,secondary,no,646,no,no,cellular,11,aug,164,2,-1,0,unknown,no
32036,40,technician,married,tertiary,no,1641,yes,no,cellular,14,apr,855,1,-1,0,unknown,no
3910,29,technician,married,secondary,no,782,yes,no,unknown,16,may,131,1,-1,0,unknown,no
42716,50,management,married,tertiary,no,5969,no,no,cellular,25,jan,455,1,544,2,failure,yes
26178,30,student,single,unknown,no,809,no,no,cellular,20,nov,26,5,171,2,failure,no
32255,33,blue-collar,single,secondary,no,778,yes,no,cellular,16,apr,30,1,-1,0,unknown,no
29879,42,admin.,single,secondary,no,30,yes,no,cellular,4,feb,98,1,266,3,failure,no
10300,46,management,married,secondary,no,0,no,no,unknown,12,jun,155,1,-1,0,unknown,no
25403,34,management,married,tertiary,no,577,yes,no,cellular,18,nov,80,1,-1,0,unknown,no
19124,60,retired,married,secondary,no,0,no,no,cellular,5,aug,143,3,-1,0,unknown,no
34513,30,blue-collar,single,secondary,no,1073,yes,no,cellular,5,may,1130,4,-1,0,unknown,no
3161,43,services,married,secondary,no,0,yes,no,unknown,14,may,260,3,-1,0,unknown,no
13573,37,self-employed,married,tertiary,no,865,yes,yes,cellular,9,jul,332,1,-1,0,unknown,no
104,27,technician,single,tertiary,no,0,yes,no,unknown,5,may,400,1,-1,0,unknown,no
10345,49,entrepreneur,married,secondary,yes,-178,no,yes,unknown,12,jun,84,1,-1,0,unknown,no
24894,35,unemployed,single,secondary,no,3854,yes,no,cellular,18,nov,132,2,-1,0,unknown,no
26205,34,management,single,tertiary,no,673,yes,yes,cellular,20,nov,271,1,184,1,failure,no
13933,38,management,married,tertiary,no,1722,yes,no,cellular,10,jul,500,1,-1,0,unknown,yes
41377,39,management,married,tertiary,no,119,yes,no,cellular,1,sep,265,2,476,4,success,yes
214,54,blue-collar,married,primary,no,-41,yes,no,unknown,5,may,288,1,-1,0,unknown,no
37749,34,blue-collar,single,secondary,no,1351,yes,no,cellular,14,may,334,2,-1,0,unknown,no
13576,47,services,married,secondary,no,0,yes,no,cellular,9,jul,289,1,-1,0,unknown,no
34422,33,blue-collar,married,secondary,no,931,yes,no,cellular,5,may,272,2,336,1,failure,no
7506,44,blue-collar,married,secondary,no,3610,yes,no,unknown,29,may,23,15,-1,0,unknown,no
7674,46,management,divorced,tertiary,no,14481,yes,no,unknown,30,may,1269,1,-1,0,unknown,yes
19842,52,housemaid,married,primary,no,135,no,no,cellular,8,aug,172,9,-1,0,unknown,no
17799,28,services,married,tertiary,no,599,yes,no,cellular,29,jul,189,5,-1,0,unknown,no
22819,31,management,single,tertiary,no,0,no,no,cellular,25,aug,101,6,-1,0,unknown,no
21856,38,technician,single,secondary,no,260,no,no,cellular,20,aug,53,2,-1,0,unknown,no
22822,38,management,divorced,tertiary,no,162,no,no,cellular,25,aug,323,4,-1,0,unknown,no
41312,25,admin.,single,tertiary,no,11,no,yes,cellular,27,aug,236,3,-1,0,unknown,no
35751,51,management,divorced,secondary,no,-35,yes,no,cellular,8,may,498,1,263,5,failure,no
14354,54,services,married,secondary,no,171,no,yes,cellular,14,jul,673,8,-1,0,unknown,no
6274,46,blue-collar,married,primary,no,258,yes,no,unknown,27,may,217,1,-1,0,unknown,no
43632,33,blue-collar,single,secondary,no,228,no,no,telephone,5,may,110,1,89,4,failure,no
30508,28,technician,single,tertiary,no,676,no,no,cellular,5,feb,1138,2,-1,0,unknown,yes
36241,29,blue-collar,married,secondary,no,415,yes,no,cellular,11,may,128,3,-1,0,unknown,no
3182,58,management,married,tertiary,no,44,yes,no,unknown,15,may,288,2,-1,0,unknown,no
4005,32,management,single,secondary,no,0,yes,yes,unknown,16,may,385,7,-1,0,unknown,no
42369,61,retired,divorced,primary,no,3624,no,no,cellular,25,nov,342,1,-1,0,unknown,yes
40851,71,retired,divorced,tertiary,no,261,no,no,cellular,12,aug,1117,2,-1,0,unknown,no
24416,43,technician,divorced,secondary,no,-36,yes,no,cellular,17,nov,190,1,104,1,failure,no
7294,36,blue-collar,married,secondary,no,959,yes,no,unknown,29,may,200,4,-1,0,unknown,no
17955,32,admin.,married,secondary,no,0,yes,no,cellular,30,jul,71,5,-1,0,unknown,no
38696,45,blue-collar,married,primary,no,1945,yes,no,cellular,15,may,63,4,-1,0,unknown,no
39556,29,unknown,single,secondary,no,923,no,no,cellular,26,may,333,1,-1,0,unknown,no
19302,48,services,married,primary,no,483,no,no,cellular,6,aug,119,2,-1,0,unknown,no
32011,33,blue-collar,married,secondary,no,91,yes,no,cellular,14,apr,283,2,-1,0,unknown,no
40098,50,entrepreneur,married,secondary,no,78,no,no,telephone,4,jun,143,1,-1,0,unknown,no
7949,32,admin.,divorced,secondary,no,-417,no,no,unknown,30,may,25,5,-1,0,unknown,no
18551,31,blue-collar,married,secondary,no,1030,yes,no,cellular,31,jul,180,5,-1,0,unknown,no
38101,40,self-employed,married,tertiary,no,252,yes,no,cellular,15,may,103,6,-1,0,unknown,no
7249,47,blue-collar,married,secondary,no,7985,yes,no,unknown,29,may,347,1,-1,0,unknown,no
27424,34,unemployed,married,secondary,no,6438,yes,no,cellular,21,nov,21,7,-1,0,unknown,no
9562,59,retired,divorced,primary,no,40,no,no,unknown,6,jun,108,1,-1,0,unknown,no
41894,30,student,single,tertiary,no,7529,no,no,cellular,19,oct,328,1,-1,0,unknown,yes
18429,43,blue-collar,married,primary,no,2105,yes,no,cellular,31,jul,36,2,-1,0,unknown,no
3675,40,technician,married,secondary,no,75,yes,no,unknown,16,may,259,1,-1,0,unknown,no
33723,45,management,married,tertiary,no,212,no,no,cellular,21,apr,65,2,-1,0,unknown,yes
26847,33,admin.,single,tertiary,no,3379,no,no,cellular,20,nov,290,3,-1,0,unknown,no
26117,45,entrepreneur,married,tertiary,no,3689,yes,no,cellular,19,nov,517,2,187,3,failure,no
23438,58,management,single,tertiary,no,21,no,no,telephone,28,aug,315,19,-1,0,unknown,no
35263,47,management,single,tertiary,no,714,yes,no,cellular,7,may,609,1,-1,0,unknown,no
23026,36,management,married,tertiary,no,1313,no,no,cellular,26,aug,80,6,-1,0,unknown,no
33162,34,management,single,tertiary,no,556,yes,no,cellular,20,apr,143,2,-1,0,unknown,no
35102,20,student,single,secondary,no,602,yes,no,cellular,6,may,373,4,-1,0,unknown,no
42911,42,admin.,married,tertiary,no,1536,no,no,cellular,5,feb,132,1,182,3,success,no
38511,26,services,single,secondary,no,46,yes,no,cellular,15,may,17,3,351,6,other,no
32946,33,management,married,tertiary,no,0,yes,no,cellular,17,apr,378,1,-1,0,unknown,yes
37349,30,student,single,tertiary,no,228,yes,no,cellular,13,may,314,2,-1,0,unknown,yes
1131,48,admin.,married,secondary,no,5,yes,no,unknown,7,may,697,2,-1,0,unknown,no
7534,50,technician,married,tertiary,no,11804,yes,no,unknown,30,may,83,1,-1,0,unknown,no
38355,30,technician,single,unknown,no,878,yes,no,cellular,15,may,173,3,298,3,other,no
35723,44,technician,married,secondary,no,533,yes,no,cellular,8,may,153,4,171,3,failure,no
41393,25,services,single,secondary,no,162,yes,no,cellular,1,sep,531,2,-1,0,unknown,yes
25834,40,technician,married,secondary,no,657,yes,no,cellular,19,nov,178,1,112,2,failure,no
33575,35,self-employed,married,secondary,no,2762,yes,no,cellular,20,apr,682,3,154,1,other,no
28562,34,admin.,single,tertiary,no,2045,no,no,cellular,29,jan,146,2,-1,0,unknown,no
28387,27,student,single,secondary,no,10536,no,no,cellular,29,jan,136,1,-1,0,unknown,no
20251,30,technician,single,secondary,no,3096,yes,no,cellular,11,aug,272,4,-1,0,unknown,no
19126,58,management,married,tertiary,no,14922,no,no,cellular,5,aug,68,2,-1,0,unknown,no
11580,28,technician,single,secondary,no,593,yes,no,unknown,19,jun,202,1,-1,0,unknown,no
30382,27,management,married,tertiary,no,312,no,no,telephone,5,feb,251,1,-1,0,unknown,no
26717,35,management,married,tertiary,no,2793,no,no,cellular,20,nov,258,2,-1,0,unknown,no
168,54,admin.,married,tertiary,no,184,no,no,unknown,5,may,673,2,-1,0,unknown,yes
14792,34,entrepreneur,married,tertiary,no,-28,yes,no,cellular,16,jul,574,1,-1,0,unknown,no
11731,31,blue-collar,married,primary,no,224,yes,no,unknown,20,jun,20,19,-1,0,unknown,no
38075,33,technician,single,secondary,no,1074,yes,yes,cellular,14,may,308,2,-1,0,unknown,no
24361,40,technician,divorced,tertiary,no,1871,yes,no,cellular,17,nov,64,1,-1,0,unknown,no
44047,32,technician,single,tertiary,no,4071,no,no,cellular,30,jun,319,2,-1,0,unknown,yes
19914,50,blue-collar,married,secondary,no,0,no,no,cellular,8,aug,192,2,-1,0,unknown,no
20111,51,management,married,tertiary,no,385,no,no,cellular,11,aug,39,2,-1,0,unknown,no
35037,35,management,single,tertiary,no,2576,yes,yes,cellular,6,may,136,3,273,4,failure,no
27712,54,self-employed,divorced,secondary,no,1016,yes,no,cellular,21,nov,643,3,-1,0,unknown,no
10559,29,management,single,tertiary,no,5894,yes,no,unknown,16,jun,223,2,-1,0,unknown,no
743,57,blue-collar,married,unknown,no,807,yes,no,unknown,6,may,211,2,-1,0,unknown,no
6540,33,management,married,tertiary,no,1657,yes,no,unknown,27,may,342,4,-1,0,unknown,no
10298,49,admin.,divorced,secondary,no,1709,yes,no,unknown,12,jun,106,1,-1,0,unknown,no
27748,42,technician,divorced,secondary,no,-593,no,no,cellular,28,jan,69,1,-1,0,unknown,no
2891,40,blue-collar,married,secondary,no,1522,yes,yes,unknown,14,may,168,2,-1,0,unknown,no
41244,44,management,married,unknown,no,21,no,no,cellular,24,aug,323,2,-1,0,unknown,no
17625,45,entrepreneur,married,tertiary,no,0,yes,no,cellular,29,jul,100,3,-1,0,unknown,no
26129,56,management,married,tertiary,no,0,no,no,cellular,19,nov,844,2,-1,0,unknown,no
28518,31,blue-collar,single,tertiary,no,403,no,no,cellular,29,jan,356,2,-1,0,unknown,no
18916,53,technician,single,secondary,no,0,no,no,cellular,4,aug,134,2,-1,0,unknown,no
35833,52,blue-collar,married,secondary,no,26,yes,no,cellular,8,may,191,2,368,1,failure,no
10222,39,admin.,single,tertiary,no,23,no,no,unknown,11,jun,162,3,-1,0,unknown,no
39749,35,technician,single,tertiary,no,2288,no,no,telephone,28,may,32,2,-1,0,unknown,no
19647,47,services,married,primary,no,675,no,no,cellular,7,aug,152,2,-1,0,unknown,no
7757,47,blue-collar,married,secondary,no,1794,yes,yes,unknown,30,may,515,2,-1,0,unknown,no
17522,42,technician,divorced,secondary,no,-78,yes,yes,cellular,29,jul,10,23,-1,0,unknown,no
28365,41,blue-collar,married,secondary,no,16,no,no,cellular,29,jan,553,2,-1,0,unknown,no
42922,49,blue-collar,married,secondary,no,171,no,no,telephone,5,feb,260,6,-1,0,unknown,no
31782,55,self-employed,married,secondary,no,12159,yes,no,cellular,8,apr,179,5,139,4,failure,no
6698,22,blue-collar,married,secondary,no,391,yes,yes,unknown,28,may,72,18,-1,0,unknown,no
37880,51,blue-collar,married,secondary,no,500,no,no,cellular,14,may,471,1,-1,0,unknown,no
